id,gid,name,latitude,longitude,address,satation_id,station_name,station_distance,station_time,genre_code,genre_name,review_count,access,paypay_flg
100000023464,-x2s4sfoSlI,手打十段 うどんバカ一代,34.33678051933557,134.05851811779098,香川県高松市多賀町1-6-7,27739,花園(香川県),354,4,0101018,うどん,65,琴電長尾線／花園（香川）駅 徒歩4分 (323m),False
100000034006,_Fp_KrFVJjA,わら家,34.343748329574,134.10823523997794,香川県高松市屋島中町91,27701,琴電屋島,419,5,0101018,うどん,41,琴電志度線／琴電屋島駅 徒歩5分 (350m),False
100000017465,cLQ_meWZrhU,池上製麺所,34.24615665625705,134.02465854370485,香川県高松市香川町川東下字高須899-1,29575,空港通り,4334,54,0101018,うどん,38,琴電琴平線／空港通り駅 徒歩50分 (3992m),True
100000720033,fH-KLrN_zUA,もり家,34.23966046849045,134.0514983647239,香川県高松市香川町川内原1575-1,,,,,0101018,うどん,37,琴電琴平線／仏生山駅 徒歩62分 (4938m),False
100000044072,JN2PJjj9u0w,はりや,34.349352294260804,134.0151455714738,香川県高松市郷東町587-174,27697,香西,1256,15,0101018,うどん,36,JR予讃線／香西駅 徒歩14分 (1113m),False
100000062759,QxvYGb1RS7s,手打ちうどん 鶴丸,34.3424103,134.05234329999996,香川県高松市古馬場町9-34,27688,瓦町,418,5,0101018,うどん,35,琴電琴平線／瓦町駅 徒歩5分 (398m),False
100000447885,ud6tSXi7_Go,竹清 本店,34.33811396744196,134.04230793527609,香川県高松市亀岡町2-23,27764,栗林公園北口,550,6,0101018,うどん,33,JR高徳線／栗林公園北口駅 徒歩6分 (460m),False
100000453953,Pi-J2tr3M0o,うどん本陣 山田家 讃岐本店,34.353278,134.12962700000003,香川県高松市牟礼町牟礼3186,27757,八栗,1292,16,0101018,うどん,33,琴電志度線／八栗駅 徒歩16分 (1252m),False
100000727763,0pLE-dcu29Q,さか枝,34.339811275755736,134.04160479999996,香川県高松市番町5-2-23,27764,栗林公園北口,734,9,0101018,うどん,32,JR高徳線／栗林公園北口駅 徒歩8分 (644m),False
100000700449,x_7YPWtxwDA,ふみやお好み焼本店,34.3405298,134.05077670000003,香川県高松市瓦町2-2-35,27688,瓦町,324,4,0101029,お好み焼き、たこ焼き,25,琴電琴平線／瓦町駅 徒歩4分 (271m),False
100000746515,dS_UPn_764Y,一鶴 屋島店,34.34127,134.107119,香川県高松市屋島中町220-1,27701,琴電屋島,171,2,0110,居酒屋、ビアホール,25,琴電志度線／琴電屋島駅 徒歩2分 (156m),False
100000711721,dS_UPvKAP8s,一鶴 高松店,34.343016770723096,134.04932062790112,香川県高松市鍛冶屋町4-11 フェスタII 1F,27688,瓦町,712,8,0101027,鳥料理,24,琴電琴平線／瓦町駅 徒歩7分 (554m),False
